STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,WND_direction_angle,WND_direction_quality_code,WND_type_code,WND_speed_rate,WND_speed_quality_code,CIG_ceiling_height,CIG_ceiling_quality_code,CIG_ceiling_determination_code,CIG_cavok_code,VIS_distance,VIS_distance_quality_code,VIS_variability_code,VIS_variability_quality_code,TMP_air_temperature,TMP_air_temperature_quality_code,DEW_dew_point,DEW_dew_point_quality_code,SLP_sea_level_pressure,SLP_sea_level_pressure_quality_code,TORNADO_OCCURRENCE,TORNADO_BEGIN_DATE_TIME
72354499999,35.533,-97.65,396.0,2000-01-02 04:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 04:53:00,200,1,N,93,1,22000,1,9,N,16093,1,N,1,160,1,120,1,10057,1,False,
72354499999,35.533,-97.65,396.0,2000-01-02 05:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 05:53:00,200,1,N,82,1,22000,1,9,N,16093,1,N,1,160,1,120,1,10055,1,False,
72354499999,35.533,-97.65,396.0,2000-01-02 06:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 06:53:00,200,1,N,67,1,22000,1,9,N,16093,1,N,1,140,1,110,1,10059,1,False,
72354499999,35.533,-97.65,396.0,2000-01-02 07:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 07:53:00,220,1,N,57,1,22000,1,9,N,16093,1,N,1,130,1,90,1,10067,1,False,
72354499999,35.533,-97.65,396.0,2000-01-02 08:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 08:53:00,210,1,N,62,1,22000,1,9,N,16093,1,N,1,120,1,80,1,10074,1,False,
72354499999,35.533,-97.65,396.0,2000-01-02 09:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 09:53:00,220,1,N,51,1,22000,1,9,N,16093,1,N,1,120,1,60,1,10080,1,False,
72354499999,35.533,-97.65,396.0,2000-01-02 10:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 10:53:00,210,1,N,62,1,22000,1,9,N,16093,1,N,1,110,1,20,1,10080,1,False,
72354499999,35.533,-97.65,396.0,2000-01-02 11:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 11:53:00,220,1,N,62,1,22000,1,9,N,16093,1,N,1,110,1,-30,1,10087,1,False,
72354499999,35.533,-97.65,396.0,2000-01-02 12:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 12:53:00,200,1,N,51,1,22000,1,9,N,16093,1,N,1,80,1,-20,1,10102,1,False,
72354499999,35.533,-97.65,396.0,2000-01-02 13:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 13:53:00,220,1,N,36,1,22000,1,9,N,16093,1,N,1,80,1,-10,1,10105,1,False,
72354499999,35.533,-97.65,396.0,2000-01-02 14:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 14:53:00,220,1,N,46,1,22000,1,9,N,16093,1,N,1,90,1,-20,1,10117,1,False,
72354499999,35.533,-97.65,396.0,2000-01-02 15:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 15:53:00,250,1,N,51,1,22000,1,9,N,16093,1,N,1,110,1,-30,1,10125,1,False,
72354499999,35.533,-97.65,396.0,2000-01-02 16:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 16:53:00,260,1,N,46,1,22000,1,9,N,16093,1,N,1,120,1,-10,1,10127,1,False,
72354499999,35.533,-97.65,396.0,2000-01-02 17:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 17:53:00,280,1,N,31,1,22000,1,9,N,16093,1,N,1,130,1,-10,1,10117,1,False,
72354499999,35.533,-97.65,396.0,2000-01-02 18:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 18:53:00,260,1,N,26,1,22000,1,9,N,16093,1,N,1,130,1,0,1,10107,1,False,
72354499999,35.533,-97.65,396.0,2000-01-02 19:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 19:53:00,999,9,C,0,1,22000,1,9,N,16093,1,N,1,140,1,10,1,10097,1,False,
72354499999,35.533,-97.65,396.0,2000-01-02 20:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 20:53:00,260,1,N,26,1,22000,1,9,N,16093,1,N,1,150,1,10,1,10092,1,False,
72354499999,35.533,-97.65,396.0,2000-01-02 21:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 21:53:00,999,9,9,9999,9,22000,1,9,N,16093,1,N,1,160,1,10,1,10087,1,False,
72354499999,35.533,-97.65,396.0,2000-01-02 22:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 22:53:00,220,1,N,15,1,22000,1,9,N,16093,1,N,1,140,1,0,1,10085,1,False,
72354499999,35.533,-97.65,396.0,2000-01-02 23:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-02 23:53:00,999,9,C,0,1,22000,1,9,N,16093,1,N,1,120,1,0,1,10089,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 00:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 00:53:00,30,1,N,15,1,22000,1,9,N,16093,1,N,1,70,1,0,1,10093,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 01:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 01:53:00,10,1,N,31,1,22000,1,9,N,16093,1,N,1,90,1,10,1,10098,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 02:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 03:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 03:53:00,80,1,N,51,1,22000,1,9,N,16093,1,N,1,80,1,10,1,10083,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 04:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 04:53:00,60,1,N,41,1,22000,1,9,N,16093,1,N,1,80,1,10,1,10082,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 05:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 05:53:00,80,1,N,72,1,3300,1,9,N,16093,1,N,1,80,1,10,1,10067,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 06:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 06:53:00,340,1,N,36,1,2100,1,9,N,16093,1,N,1,80,1,20,1,10047,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 07:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 08:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 09:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 09:53:00,100,1,N,46,1,2400,1,9,N,16093,1,N,1,70,1,40,1,10043,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 10:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 10:53:00,100,1,N,57,1,22000,1,9,N,16093,1,N,1,60,1,40,1,10035,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 11:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 11:53:00,120,1,N,46,1,22000,1,9,N,16093,1,N,1,60,1,40,1,10041,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 12:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 12:53:00,150,1,N,31,1,2700,1,9,N,16093,1,N,1,50,1,30,1,10053,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 13:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 13:53:00,160,1,N,62,1,1350,1,9,N,12874,1,N,1,60,1,40,1,10058,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 14:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 14:53:00,170,1,N,31,1,1800,1,9,N,12874,1,N,1,70,1,50,1,10059,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 15:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 15:53:00,130,1,N,72,1,22000,1,9,N,16093,1,N,1,90,1,60,1,10052,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 16:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 16:53:00,180,1,N,57,1,22000,1,9,N,16093,1,N,1,100,1,60,1,10053,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 17:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 17:53:00,200,1,N,67,1,22000,1,9,N,16093,1,N,1,110,1,60,1,10053,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 18:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 18:53:00,240,1,N,57,1,22000,1,9,N,16093,1,N,1,120,1,20,1,10054,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 19:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 19:53:00,270,1,N,62,1,22000,1,9,N,16093,1,N,1,120,1,10,1,10063,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 20:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 20:53:00,290,1,N,57,1,22000,1,9,N,16093,1,N,1,130,1,0,1,10071,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 21:10:00,340,1,N,98,1,22000,1,9,N,8046,1,N,1,80,1,50,1,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 21:17:00,340,1,N,98,1,210,1,C,N,6437,1,N,1,70,1,40,1,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 21:53:00,330,1,N,108,1,210,1,9,N,8046,1,N,1,30,1,20,1,10110,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 22:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 22:53:00,350,1,N,113,1,270,1,9,N,6437,1,N,1,20,1,10,1,10138,1,False,
72354499999,35.533,-97.65,396.0,2000-01-03 23:04:00,350,1,N,103,1,330,1,9,N,4023,1,N,1,20,1,0,1,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 23:29:00,350,1,N,98,1,210,1,C,N,3218,1,N,1,10,1,0,1,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 23:46:00,350,1,N,87,1,450,1,9,N,16093,1,N,1,10,1,0,1,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-03 23:53:00,350,1,N,103,1,390,1,9,N,16093,1,N,1,10,1,-10,1,10155,1,False,
72354499999,35.533,-97.65,396.0,2000-01-04 00:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-04 00:23:00,350,1,N,87,1,510,1,9,N,16093,1,N,1,20,1,-10,1,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-04 00:53:00,350,1,N,113,1,570,1,9,N,16093,1,N,1,20,1,-10,1,10173,1,False,
72354499999,35.533,-97.65,396.0,2000-01-04 01:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-04 01:53:00,350,1,N,87,1,690,1,9,N,16093,1,N,1,20,1,-20,1,10191,1,False,
72354499999,35.533,-97.65,396.0,2000-01-04 02:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-04 02:53:00,350,1,N,98,1,630,1,9,N,12874,1,N,1,20,1,-20,1,10206,1,False,
72354499999,35.533,-97.65,396.0,2000-01-04 03:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-04 03:53:00,340,1,N,82,1,480,1,9,N,6437,1,N,1,10,1,-20,1,10222,1,False,
72354499999,35.533,-97.65,396.0,2000-01-04 04:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-04 04:53:00,350,1,N,82,1,150,1,C,N,2816,1,N,1,0,1,-10,1,10236,1,False,
72354499999,35.533,-97.65,396.0,2000-01-04 05:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-04 05:53:00,330,1,N,113,1,240,1,9,N,2011,1,N,1,-10,1,-30,1,10244,1,False,
72354499999,35.533,-97.65,396.0,2000-01-04 06:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-04 06:53:00,340,1,N,118,1,390,1,9,N,9656,1,N,1,-20,1,-50,1,10253,1,False,
72354499999,35.533,-97.65,396.0,2000-01-04 07:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-04 08:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-04 08:12:00,340,1,N,72,1,1290,1,9,N,16093,1,N,1,-30,1,-70,1,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-04 08:53:00,340,1,N,72,1,22000,1,9,N,16093,1,N,1,-40,1,-80,1,10273,1,False,
72354499999,35.533,-97.65,396.0,2000-01-04 09:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-04 09:53:00,340,1,N,77,1,22000,1,9,N,16093,1,N,1,-40,1,-80,1,10287,1,False,
72354499999,35.533,-97.65,396.0,2000-01-04 10:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-04 10:53:00,330,1,N,72,1,22000,1,9,N,16093,1,N,1,-60,1,-110,1,10294,1,False,
72354499999,35.533,-97.65,396.0,2000-01-04 11:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-04 11:53:00,330,1,N,62,1,22000,1,9,N,16093,1,N,1,-60,1,-110,1,10305,1,False,
72354499999,35.533,-97.65,396.0,2000-01-04 12:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-04 12:53:00,330,1,N,41,1,22000,1,9,N,16093,1,N,1,-70,1,-110,1,10312,1,False,
72354499999,35.533,-97.65,396.0,2000-01-04 13:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-04 13:53:00,330,1,N,41,1,22000,1,9,N,16093,1,N,1,-70,1,-120,1,10321,1,False,
72354499999,35.533,-97.65,396.0,2000-01-04 14:00:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,9999,9,9999,9,99999,9,False,
72354499999,35.533,-97.65,396.0,2000-01-04 14:53:00,330,1,N,57,1,22000,1,9,N,16093,1,N,1,-60,1,-110,1,10327,1,False,
